Name;ISIN;Symbol;Market;Currency;"Open Price";"High Price";"low Price";"last Price";"last Trade MIC Time";"Time Zone";Volume;Turnover;"Closing Price";"Closing Price DateTime"
"CELYAD ONCOLOGY";BE0974260896;CYAD;"Euronext Brussels, Paris";EUR;0.379;0.38;0.36;0.36;"12/12/2023 17:35";CET;33927;12365.76;0.36;12/12/2023
"CERINNOV GROUP";FR0013178712;ALPCV;"Euronext Growth Paris";EUR;2.84;2.84;2.65;2.66;"12/12/2023 16:40";CET;4058;10958.79;2.66;12/12/2023
CFI;FR0000037475;CFI;"Euronext Paris";EUR;0.60;0.60;0.60;0.60;"06/12/2023 11:30";CET;9;5.40;0.60;12/12/2023
"CFM INDOSUEZWEALTH";MC0010000826;MLCFM;"Euronext Access Paris";EUR;1010.00;1010.00;1010.00;1010.00;"12/12/2023 16:30";CET;4;4040.00;1010.00;12/12/2023
CGG;FR0013181864;CGG;"Euronext Paris";EUR;0.5714;0.575;0.5502;0.5502;"12/12/2023 17:35";CET;9807279;5478173.81;0.5502;12/12/2023
"CH.FER DEPARTEMENT";FR0000037871;MLCFD;"Euronext Access Paris";EUR;655.00;655.00;655.00;655.00;"13/11/2023 11:30";CET;3;1965.00;655.00;12/12/2023
"CH.FER VAR GARD N.";FR0000051567;MLCVG;"Euronext Access Paris";EUR;6350.00;6350.00;6350.00;6350.00;"30/11/2023 11:30";CET;1;6350.00;6350.00;12/12/2023
CHARGEURS;FR0000130692;CRI;"Euronext Paris";EUR;9.10;9.10;8.79;8.79;"12/12/2023 17:38";CET;55070;490133.59;8.79;12/12/2023
"CHARWOOD ENERGY";FR001400AJ60;ALCWE;"Euronext Growth Paris";EUR;4.18;4.18;4.07;4.07;"12/12/2023 14:02";CET;1000;4083.99;4.07;12/12/2023
CHAUSSERIA;FR0000060907;CHSR;"Euronext Paris";EUR;7.20;7.20;7.20;7.20;"11/12/2023 11:38";CET;1433;10317.60;7.20;12/12/2023
"CHEOPS TECHNOLOGY";FR0010447086;MLCHE;"Euronext Access Paris";EUR;66.00;66.00;66.00;66.00;"01/12/2023 11:30";CET;1;66.00;66.00;12/12/2023
"CHRISTIAN DIOR";FR0000130403;CDI;"Euronext Paris";EUR;713.50;716.00;706.50;707.50;"12/12/2023 17:35";CET;5273;3741542.00;707.50;12/12/2023
"CIBOX INTER A CTIV";FR0000054322;ALCBX;"Euronext Growth Paris";EUR;0.0202;0.021;0.02;0.02;"12/12/2023 17:35";CET;105163;2122.57;0.02;12/12/2023
"CIE DU MONT BLANC";FR0000060428;MLCMB;"Euronext Access Paris";EUR;125.00;125.00;125.00;125.00;"12/12/2023 16:30";CET;74;9250.00;125.00;12/12/2023
CIOA;FR0012384907;MLCIO;"Euronext Access Paris";EUR;0.50;0.50;0.50;0.50;"11/09/2023 17:29";CET;13457;6728.50;0.50;12/12/2023
CLARANOVA;FR0013426004;CLA;"Euronext Paris";EUR;1.98;1.99;1.862;1.886;"12/12/2023 17:35";CET;151903;291774.48;1.886;12/12/2023
CLARIANE;FR0010386334;CLARI;"Euronext Paris";EUR;2.224;2.244;2.126;2.126;"12/12/2023 17:35";CET;526934;1140306.37;2.126;12/12/2023
CLASQUIN;FR0004152882;ALCLA;"Euronext Growth Paris";EUR;124.00;125.00;123.00;123.00;"12/12/2023 16:46";CET;876;108440.00;123.00;12/12/2023
"CMG CLEANTECH";FR0013406881;MLCMG;"Euronext Access Paris";EUR;2.16;2.16;2.16;2.16;"06/12/2023 11:30";CET;310;669.60;2.16;12/12/2023
CNOVA;NL0010949392;CNV;"Euronext Paris";EUR;2.00;2.30;1.935;2.10;"12/12/2023 17:35";CET;5003;10608.42;2.10;12/12/2023
COFACE;FR0010667147;COFA;"Euronext Paris";EUR;11.30;11.36;11.16;11.20;"12/12/2023 17:35";CET;280995;3150786.60;11.20;12/12/2023
COFIDUR;FR0013257409;ALCOF;"Euronext Growth Paris";EUR;318.00;318.00;316.00;316.00;"12/12/2023 15:21";CET;17;5396.00;316.00;12/12/2023
COGELEC;FR0013335742;ALLEC;"Euronext Growth Paris";EUR;7.50;7.50;7.50;7.50;"12/12/2023 09:00";CET;1;7.50;7.50;12/12/2023
COGRA;FR0011071570;ALCOG;"Euronext Growth Paris";EUR;11.64;11.64;11.64;11.64;"12/12/2023 17:16";CET;261;3038.04;11.64;12/12/2023
COHERIS;FR0004031763;COH;"Euronext Paris";EUR;5.15;5.20;5.15;5.20;"12/12/2023 17:35";CET;1115;5753.00;5.20;12/12/2023
COIL;BE0160342011;ALCOI;"Euronext Growth Paris";EUR;4.72;4.72;4.41;4.72;"12/12/2023 12:35";CET;67;298.11;4.72;12/12/2023
COLAS;FR0000121634;RE;"Euronext Paris";EUR;175.00;175.00;175.00;175.00;"05/12/2023 17:35";CET;6682;1169350.00;175.00;12/12/2023
COLIPAYS;FR0010959684;MLCLP;"Euronext Access Paris";EUR;2.24;2.24;2.24;2.24;"12/12/2023 14:09";CET;12;26.88;2.24;12/12/2023
"COMPAGNIE ODET";FR0000062234;ODET;"Euronext Paris";EUR;1372.00;1380.00;1360.00;1362.00;"12/12/2023 17:35";CET;85;116454.00;1362.00;12/12/2023
"CONDOR TECHNOLOG";BE6252013725;MLMFI;"Euronext Access Paris";EUR;14.60;14.60;14.60;14.60;"14/02/2023 16:44";CET;199;2905.40;14.60;12/12/2023
"CONSORT NT";FR0000077828;MLCNT;"Euronext Access Paris";EUR;70.00;70.00;70.00;70.00;"27/02/2023 16:30";CET;24;1680.00;68.00;12/12/2023
"CONSTRU BOIS DS";FR001400MKO4;MLLDS;"Euronext Access Paris";EUR;0.0253;0.0253;0.0252;0.0252;"08/12/2023 16:30";CET;29;0.74;0.0252;12/12/2023
"CONSTRUCTEURS BOIS";FR00140007I9;MLLCB;"Euronext Access Paris";EUR;3.60;3.60;3.60;3.60;"12/12/2023 17:29";CET;774;2786.40;3.60;12/12/2023
"CORE SPAIN HOLDCO";ES0105660007;MLCOE;"Euronext Access Paris";EUR;16.60;16.60;16.60;16.60;"17/11/2022 00:00";CET;-;-;16.60;12/12/2023
"COREP LIGHTING";FR0010035816;MLCOR;"Euronext Access Paris";EUR;9.00;9.00;9.00;9.00;"25/09/2023 11:30";CET;120;1080.00;9.00;12/12/2023
"CORETECH 5";FR0013371507;MLCOT;"Euronext Access Paris";EUR;0.02;0.02;0.02;0.02;"13/11/2023 16:30";CET;5000;100.00;0.02;12/12/2023
COTY;US2220702037;COTY;"Euronext Paris";EUR;10.98;11.064;10.96;10.962;"12/12/2023 17:25";CET;648;7127.26;10.962;12/12/2023
COURBET;FR0004998318;MLCOU;"Euronext Access Paris";EUR;3.80;3.80;3.80;3.80;"11/12/2023 11:32";CET;1001;3803.80;3.80;12/12/2023
COURTOIS;FR0000065393;COUR;"Euronext Paris";EUR;128.00;128.00;128.00;128.00;"06/12/2023 11:30";CET;16;2048.00;128.00;12/12/2023
COVIVIO;FR0000064578;COV;"Euronext Paris";EUR;47.12;47.26;45.86;45.92;"12/12/2023 18:20";CET;171591;7904304.44;45.92;12/12/2023
"COVIVIO HOTELS";FR0000060303;COVH;"Euronext Paris";EUR;16.45;16.45;16.25;16.35;"12/12/2023 11:47";CET;1818;29766.15;16.35;12/12/2023
"CRCAM ALP.PROV.CCI";FR0000044323;CRAP;"Euronext Paris";EUR;76.20;77.00;76.20;77.00;"12/12/2023 15:10";CET;96;7352.00;77.00;12/12/2023
"CRCAM ATL.VEND.CCI";FR0000185506;CRAV;"Euronext Paris";EUR;84.60;84.60;83.00;83.88;"12/12/2023 13:10";CET;370;30837.25;83.88;12/12/2023
"CRCAM BRIE PIC2CCI";FR0010483768;CRBP2;"Euronext Paris";EUR;17.40;17.40;17.31;17.40;"12/12/2023 17:35";CET;6541;113640.71;17.40;12/12/2023
"CRCAM ILLE-VIL.CCI";FR0000045213;CIV;"Euronext Paris";EUR;61.99;62.00;61.10;61.50;"12/12/2023 17:06";CET;109;6711.29;61.50;12/12/2023
"CRCAM LANGUED CCI";FR0010461053;CRLA;"Euronext Paris";EUR;47.345;47.90;47.10;47.10;"12/12/2023 17:35";CET;560;26544.29;47.10;12/12/2023
"CRCAM LOIRE HTE L.";FR0000045239;CRLO;"Euronext Paris";EUR;58.00;58.50;58.00;58.50;"12/12/2023 11:57";CET;18;1052.50;58.50;12/12/2023
"CRCAM MORBIHAN CCI";FR0000045551;CMO;"Euronext Paris";EUR;65.70;67.00;65.60;67.00;"12/12/2023 14:34";CET;119;7927.10;67.00;12/12/2023
"CRCAM NORD CCI";FR0000185514;CNDF;"Euronext Paris";EUR;12.50;12.50;12.35;12.43;"12/12/2023 17:35";CET;4405;54734.07;12.43;12/12/2023
"CRCAM NORM.SEINE";FR0000044364;CCN;"Euronext Paris";EUR;75.89;75.90;74.51;75.88;"12/12/2023 17:35";CET;439;33228.04;75.88;12/12/2023
"CRCAM PARIS ET IDF";FR0000045528;CAF;"Euronext Paris";EUR;67.24;67.60;65.13;65.62;"12/12/2023 17:35";CET;762;50681.12;65.62;12/12/2023
"CRCAM SUD R.A.CCI";FR0000045346;CRSU;"Euronext Paris";EUR;123.02;124.00;123.00;123.00;"12/12/2023 15:21";CET;73;8986.68;123.00;12/12/2023
"CRCAM TOURAINE CCI";FR0000045304;CRTO;"Euronext Paris";EUR;76.51;77.99;76.00;76.00;"12/12/2023 17:35";CET;377;28804.80;76.00;12/12/2023
"CREDIT AGRICOLE";FR0000045072;ACA;"Euronext Paris";EUR;12.678;12.714;12.604;12.658;"12/12/2023 17:35";CET;3671396;46479992.96;12.658;12/12/2023
CROSSJECT;FR0011716265;ALCJ;"Euronext Growth Paris";EUR;4.73;4.73;4.505;4.57;"12/12/2023 17:35";CET;64043;295991.92;4.57;12/12/2023
CROSSWOOD;FR0000050395;CROS;"Euronext Paris";EUR;8.35;8.35;8.35;8.35;"12/12/2023 11:30";CET;96;801.60;8.35;12/12/2023
CYBERGUN;FR0014004QR6;ALCYB;"Euronext Growth Paris";EUR;0.0531;0.0586;0.0482;0.049;"12/12/2023 17:35";CET;716815;37489.52;0.049;12/12/2023
"CYBERGUN BSA K1";FR0013507977;CYBK1;"Euronext Growth Paris";EUR;0.0005;0.0005;0.0005;0.0005;"15/09/2023 09:00";CET;1;-;0.0005;12/12/2023
"CYBERGUN BSA K2A";FR0013507985;CYBKA;"Euronext Growth Paris";EUR;0.0005;0.0005;0.0005;0.0005;"09/11/2023 14:55";CET;1318743;659.37;0.0005;12/12/2023
"CYBERGUN BSA K2B";FR0013508009;CYBKB;"Euronext Growth Paris";EUR;0.0005;0.0005;0.0005;0.0005;"09/11/2023 09:00";CET;577209;288.61;0.0005;12/12/2023
D.L.S.I.;FR0010404368;ALDLS;"Euronext Growth Paris";EUR;12.25;12.25;12.25;12.25;"12/12/2023 09:00";CET;1;12.25;12.25;12/12/2023
DAMARIS;FR0000077885;MLDAM;"Euronext Access Paris";EUR;9.50;9.50;9.50;9.50;"18/10/2023 16:30";CET;40;380.00;9.50;12/12/2023
DAMARTEX;FR0000185423;ALDAR;"Euronext Growth Paris";EUR;4.65;4.65;4.64;4.64;"12/12/2023 16:28";CET;300;1393.00;4.64;12/12/2023
DANONE;FR0000120644;BN;"Euronext Paris";EUR;59.48;59.74;59.38;59.55;"12/12/2023 17:35";CET;903710;53820105.20;59.55;12/12/2023
"DASSAULT AVIATION";FR0014004L86;AM;"Euronext Paris";EUR;178.00;179.20;174.90;179.20;"12/12/2023 17:37";CET;69897;12428744.80;179.20;12/12/2023
"DASSAULT SYSTEMES";FR0014003TT8;DSY;"Euronext Paris";EUR;44.35;44.965;44.27;44.835;"12/12/2023 17:37";CET;873785;39120396.00;44.835;12/12/2023
DBT;FR0013066750;ALDBT;"Euronext Growth Paris";EUR;0.0003;0.0003;0.0002;0.0002;"12/12/2023 17:35";CET;15316876;4116.57;0.0002;12/12/2023
"DBV TECHNOLOGIES";FR0010417345;DBV;"Euronext Paris";EUR;1.585;1.679;1.52;1.538;"12/12/2023 17:35";CET;481506;770513.41;1.538;12/12/2023
DEEZER;FR001400AYG6;DEEZR;"Euronext Paris";EUR;2.425;2.425;2.42;2.425;"12/12/2023 16:49";CET;726;1760.17;2.425;12/12/2023
"DEEZER WARRANTS";FR0014004JF6;DEEZW;"Euronext Paris";EUR;0.0005;0.0005;0.0005;0.0005;"12/12/2023 10:23";CET;50001;25.00;0.0005;12/12/2023
DEKUPLE;FR0000062978;DKUPL;"Euronext Paris";EUR;28.90;29.00;28.20;28.20;"12/12/2023 17:17";CET;891;25662.90;28.20;12/12/2023
DELFINGEN;FR0000054132;ALDEL;"Euronext Growth Paris";EUR;49.80;49.80;49.50;49.50;"12/12/2023 14:13";CET;131;6508.90;49.50;12/12/2023
"DELTA PLUS GROUP";FR0013283108;ALDLT;"Euronext Growth Paris";EUR;69.50;69.50;66.50;69.50;"12/12/2023 17:35";CET;1729;117818.90;69.50;12/12/2023
DERICHEBOURG;FR0000053381;DBG;"Euronext Paris";EUR;4.756;4.798;4.60;4.60;"12/12/2023 17:35";CET;174418;817396.95;4.60;12/12/2023
DEVERNOIS;FR0000060840;ALDEV;"Euronext Growth Paris";EUR;12.00;12.00;11.00;11.00;"23/11/2023 16:30";CET;544;6256.00;11.00;12/12/2023
"DIAGNOSTIC MED BSA";FR001400IAQ8;DMSBS;"Euronext Growth Paris";EUR;0.0031;0.0031;0.0031;0.0031;"11/12/2023 09:00";CET;100;0.31;0.0031;12/12/2023
"DIAGNOSTIC MEDICAL";FR0012202497;ALDMS;"Euronext Growth Paris";EUR;1.155;1.155;1.13;1.145;"12/12/2023 15:22";CET;2265;2590.45;1.145;12/12/2023
"DMS IMAGING";BE0974289218;ALIMG;"Euronext Growth Brussels, Paris";EUR;0.0185;0.02;0.018;0.02;"12/12/2023 17:35";CET;397590;7599.11;0.02;12/12/2023
DNXCORP;FR0010436584;ALDNX;"Euronext Growth Paris";EUR;20.60;21.60;20.60;21.40;"12/12/2023 15:41";CET;1463;30394.20;21.40;12/12/2023
"DOCK.PETR.AMBES AM";FR0000065260;DPAM;"Euronext Paris";EUR;474.00;474.00;474.00;474.00;"12/12/2023 11:30";CET;6;2844.00;474.00;12/12/2023
DOLFINES;FR0014004QZ9;ALDOL;"Euronext Growth Paris";EUR;0.0005;0.0005;0.0004;0.0005;"12/12/2023 17:28";CET;953504;475.40;0.0005;12/12/2023
DONTNOD;FR0013331212;ALDNE;"Euronext Growth Paris";EUR;5.16;5.16;4.80;4.95;"12/12/2023 16:23";CET;23319;115675.32;4.95;12/12/2023
"DRONE VOLT";FR0013088606;ALDRV;"Euronext Growth Paris";EUR;0.0095;0.0095;0.0091;0.0093;"12/12/2023 17:35";CET;1882744;17326.87;0.0093;12/12/2023
"DRONE VOLT BS26";FR0014007951;BNBS;"Euronext Growth Paris";EUR;0.002;0.002;0.002;0.002;"08/12/2023 15:36";CET;30000;60.00;0.002;12/12/2023
DYNAFOND;FR0000052920;MLDYN;"Euronext Access Paris";EUR;0.70;0.70;0.70;0.70;"30/08/2023 16:30";CET;769;538.30;0.70;12/12/2023
"DYNEX ENERGY SA";LU0881232630;MLDYX;"Euronext Access Paris";EUR;1.50;1.50;1.50;1.50;"16/09/2022 16:30";CET;6;9.00;1.50;12/12/2023
"E PANGO";FR0014004339;ALAGO;"Euronext Growth Paris";EUR;1.16;1.20;1.125;1.125;"12/12/2023 17:35";CET;3846;4443.50;1.125;12/12/2023
"EASSON HOLDINGS";HK0000038783;MLEAS;"Euronext Access Paris";EUR;1.56;1.56;1.56;1.56;"30/10/2023 11:30";CET;1;1.56;1.56;12/12/2023
"EAUX DE ROYAN";FR0007200100;MLEDR;"Euronext Access Paris";EUR;86.00;86.00;86.00;86.00;"12/12/2023 16:30";CET;1;86.00;86.00;12/12/2023
EAVS;FR0010536185;MLEAV;"Euronext Access Paris";EUR;13.00;13.00;13.00;13.00;"28/09/2022 11:30";CET;2;26.00;13.00;12/12/2023
ECOLUTIONS;DE000A0XYM45;MLECO;"Euronext Access Paris";EUR;1.25;1.25;1.25;1.25;"21/12/2016 15:00";CET;100;125.00;1.25;12/12/2023
ECOMIAM;FR0013534617;ALECO;"Euronext Growth Paris";EUR;1.825;1.83;1.78;1.80;"12/12/2023 15:31";CET;4557;8254.29;1.80;12/12/2023
ECOSLOPS;FR0011490648;ALESA;"Euronext Growth Paris";EUR;1.13;1.155;1.12;1.12;"12/12/2023 16:25";CET;980;1121.40;1.12;12/12/2023
EDENRED;FR0010908533;EDEN;"Euronext Paris";EUR;53.52;53.60;53.06;53.12;"12/12/2023 17:35";CET;379097;20168195.16;53.12;12/12/2023
EDILIZIACROBATICA;IT0005351504;ALEAC;"Euronext Growth Paris";EUR;13.40;13.45;13.40;13.45;"12/12/2023 10:01";CET;301;4048.40;13.45;12/12/2023
"EDITIONS DU SIGNE";FR0000052755;MLEDS;"Euronext Access Paris";EUR;0.24;0.24;0.24;0.24;"09/11/2023 11:30";CET;10;2.40;0.24;12/12/2023
"EDUFORM ACTION";FR0010882886;MLEFA;"Euronext Access Paris";EUR;0.51;0.51;0.51;0.51;"12/12/2023 16:30";CET;10;5.10;0.51;12/12/2023
EDUNIVERSAL;FR0010439265;MLEDU;"Euronext Access Paris";EUR;0.19;0.19;0.19;0.19;"30/11/2023 16:30";CET;43530;8270.70;0.19;12/12/2023
EES;FR0010945733;MLEES;"Euronext Access Paris";EUR;0.282;0.282;0.282;0.282;"06/08/2020 16:30";CET;20;5.64;0.282;12/12/2023
EGIDE;FR0000072373;ALGID;"Euronext Growth Paris";EUR;0.66;0.66;0.632;0.64;"12/12/2023 17:20";CET;15264;9824.94;0.64;12/12/2023
EIFFAGE;FR0000130452;FGR;"Euronext Paris";EUR;96.30;97.50;96.24;96.90;"12/12/2023 17:35";CET;188327;18249329.96;96.90;12/12/2023
EKINOPS;FR0011466069;EKI;"Euronext Paris";EUR;5.31;5.33;5.01;5.02;"12/12/2023 17:35";CET;25228;129071.02;5.02;12/12/2023
ELEC.STRASBOURG;FR0000031023;ELEC;"Euronext Paris";EUR;99.40;100.00;99.20;99.20;"12/12/2023 14:18";CET;466;46409.80;99.20;12/12/2023
"ELECT. MADAGASCAR";FR0000035719;EEM;"Euronext Paris";EUR;3.24;3.26;3.24;3.26;"12/12/2023 16:30";CET;580;1887.86;3.26;12/12/2023
"ELIOR GROUP";FR0011950732;ELIOR;"Euronext Paris";EUR;2.48;2.542;2.456;2.532;"12/12/2023 17:35";CET;602810;1515661.77;2.532;12/12/2023
ELIS;FR0012435121;ELIS;"Euronext Paris";EUR;18.29;18.42;18.18;18.37;"12/12/2023 17:35";CET;361741;6639780.40;18.37;12/12/2023
ELIX;ES0105726006;MLERH;"Euronext Access Paris";EUR;-;-;-;-;-;CET;-;-;-;-
EMBENTION;ES0105639001;MLUAV;"Euronext Access Paris";EUR;7.70;7.70;7.70;7.70;"13/09/2023 16:30";CET;100;770.00;7.70;12/12/2023
"EMOVA GROUP";FR0013356755;ALEMV;"Euronext Growth Paris";EUR;1.095;1.095;1.00;1.095;"12/12/2023 13:30";CET;2511;2517.01;1.095;12/12/2023
"ENCRES DUBUIT";FR0004030708;ALDUB;"Euronext Growth Paris";EUR;3.30;3.30;3.30;3.30;"12/12/2023 09:00";CET;1;3.30;3.30;12/12/2023
ENENSYS;FR0013330792;ALNN6;"Euronext Growth Paris";EUR;0.62;0.62;0.612;0.612;"12/12/2023 09:46";CET;3128;1917.23;0.612;12/12/2023
ENERGISME;FR0013399359;ALNRG;"Euronext Growth Paris";EUR;0.0068;0.0082;0.0066;0.0077;"12/12/2023 17:35";CET;31176645;232515.32;0.0077;12/12/2023
ENERTIME;FR0011915339;ALENE;"Euronext Growth Paris";EUR;0.81;0.928;0.738;0.818;"12/12/2023 17:35";CET;1554794;1276008.15;0.818;12/12/2023
ENGIE;FR0010208488;ENGI;"Euronext Paris, Brussels";EUR;16.104;16.15;15.978;15.99;"12/12/2023 17:35";CET;4020213;64384798.12;15.99;12/12/2023
ENIBLOCK;FR001400C2Z4;ALENI;"Euronext Growth Paris";EUR;0.40;0.40;0.40;0.40;"12/12/2023 09:00";CET;5;2.00;0.40;12/12/2023
ENOGIA;FR0014004974;ALENO;"Euronext Growth Paris";EUR;1.88;1.955;1.88;1.905;"12/12/2023 16:57";CET;11204;21383.62;1.905;12/12/2023
ENTECH;FR0014004362;ALESE;"Euronext Growth Paris";EUR;9.20;9.38;8.90;9.18;"12/12/2023 17:22";CET;5822;53060.84;9.18;12/12/2023
ENTREPARTICULIERS;FR0010424697;ALENT;"Euronext Growth Paris";EUR;0.824;0.85;0.824;0.83;"12/12/2023 17:17";CET;570;473.32;0.83;12/12/2023
ENTREPRENDRE;FR0000045122;ALENR;"Euronext Growth Paris";EUR;4.18;4.18;4.18;4.18;"27/11/2023 11:30";CET;20;83.60;4.18;12/12/2023
EO2;FR0010465534;ALEO2;"Euronext Growth Paris";EUR;6.12;6.12;6.00;6.00;"12/12/2023 11:03";CET;619;3747.04;6.00;12/12/2023
EQUASENS;FR0012882389;EQS;"Euronext Paris";EUR;57.30;58.40;56.50;57.70;"12/12/2023 17:35";CET;9154;526288.50;57.70;12/12/2023
ERAMET;FR0000131757;ERA;"Euronext Paris";EUR;70.10;70.95;68.70;69.00;"12/12/2023 17:35";CET;37607;2612392.50;69.00;12/12/2023
EROLD;FR0010211037;ALPLA;"Euronext Growth Paris";EUR;0.16;0.16;0.15;0.16;"28/09/2023 17:07";CET;10775;1719.30;0.16;12/12/2023
"ESI GROUP";FR0004110310;ESI;"Euronext Paris";EUR;154.00;154.00;154.00;154.00;"12/12/2023 17:35";CET;7464;1149456.00;154.00;12/12/2023
ESKER;FR0000035818;ALESK;"Euronext Growth Paris";EUR;146.00;147.10;144.70;147.00;"12/12/2023 17:35";CET;6298;921762.20;147.00;12/12/2023
ESSILORLUXOTTICA;FR0000121667;EL;"Euronext Paris";EUR;183.54;184.62;183.44;183.56;"12/12/2023 17:35";CET;305524;56117237.64;183.56;12/12/2023
ESSO;FR0000120669;ES;"Euronext Paris";EUR;51.80;52.30;50.90;50.90;"12/12/2023 17:35";CET;7061;363961.05;50.90;12/12/2023
"EURASIA FONC INV";FR0000061475;EFI;"Euronext Paris";EUR;0.282;0.282;0.282;0.282;"07/12/2023 11:30";CET;1524;429.77;0.282;12/12/2023
"EURASIA GROUPE";FR0010844001;ALEUA;"Euronext Growth Paris";EUR;3.44;3.44;3.44;3.44;"14/12/2022 09:00";CET;1;3.44;3.44;12/12/2023
EURAZEO;FR0000121121;RF;"Euronext Paris";EUR;70.50;71.00;69.60;69.80;"12/12/2023 17:35";CET;122280;8557725.05;69.80;12/12/2023
"EURO RESSOURCES";FR0000054678;EUR;"Euronext Paris";EUR;3.48;3.49;3.48;3.48;"12/12/2023 17:35";CET;13757;47877.87;3.48;12/12/2023
EUROAPI;FR0014008VX5;EAPI;"Euronext Paris";EUR;5.034;5.136;4.905;4.905;"12/12/2023 17:35";CET;365409;1827372.65;4.905;12/12/2023
EUROBIO-SCIENTIFIC;FR0013240934;ALERS;"Euronext Growth Paris";EUR;15.66;15.66;15.42;15.46;"12/12/2023 17:35";CET;2843;43978.68;15.46;12/12/2023
"EUROFINS CEREP";FR0013256518;ALECR;"Euronext Growth Paris";EUR;25000.00;25000.00;25000.00;25000.00;"02/11/2023 16:30";CET;1;25000.00;25000.00;12/12/2023
"EUROFINS SCIENT.";FR0014000MR3;ERF;"Euronext Paris";EUR;54.94;55.10;54.38;54.46;"12/12/2023 18:20";CET;286999;15652156.56;54.46;12/12/2023
"EUROLAND CORPORATE";FR0010157115;MLERO;"Euronext Access Paris";EUR;2.48;2.48;2.48;2.48;"11/12/2023 11:30";CET;400;992.00;2.48;12/12/2023
"EUROLOG CANOLA";ES0105586004;MLCAN;"Euronext Access Paris";EUR;1320.00;1320.00;1320.00;1320.00;"11/08/2021 00:00";CET;-;-;1320.00;12/12/2023
"EUROMEDIS GROUPE";FR0000075343;ALEMG;"Euronext Growth Paris";EUR;5.26;5.32;5.26;5.30;"12/12/2023 15:39";CET;1442;7649.60;5.30;12/12/2023
EURONEXT;NL0006294274;ENX;"Euronext Paris, Amsterdam, Brussels";EUR;78.30;79.00;78.20;78.45;"12/12/2023 17:35";CET;166231;13051524.60;78.45;12/12/2023
EUROPACORP;FR0010490920;ALECP;"Euronext Growth Paris";EUR;0.396;0.405;0.396;0.40;"12/12/2023 16:50";CET;2462;976.85;0.40;12/12/2023
EUROPLASMA;FR001400CF13;ALEUP;"Euronext Growth Paris";EUR;0.0077;0.0077;0.0068;0.0069;"12/12/2023 17:35";CET;8818164;62642.22;0.0069;12/12/2023
"EUROPLASMA BSA";FR001400GY40;EUPBS;"Euronext Growth Paris";EUR;0.0036;0.0052;0.0035;0.0035;"12/12/2023 17:23";CET;111797;400.43;0.0035;12/12/2023
"EUTELSAT COMMUNIC.";FR0010221234;ETL;"Euronext Paris";EUR;3.85;3.892;3.75;3.762;"12/12/2023 17:35";CET;266921;1009453.16;3.762;12/12/2023
EVERGREEN;FR0000035784;EGR;"Euronext Paris";EUR;2.52;2.53;2.45;2.45;"12/12/2023 15:26";CET;4429;10965.06;2.45;12/12/2023
"EXACOMPTA CLAIREF.";FR0000064164;ALEXA;"Euronext Growth Paris";EUR;165.00;165.00;165.00;165.00;"12/12/2023 16:30";CET;14;2310.00;165.00;12/12/2023
"EXAIL TECHNOLOGIES";FR0000062671;EXA;"Euronext Paris";EUR;19.00;19.00;18.22;18.46;"12/12/2023 17:35";CET;12143;225603.30;18.46;12/12/2023
"EXCLUSIVE NETWORKS";FR0014005DA7;EXN;"Euronext Paris";EUR;18.20;18.22;17.98;18.08;"12/12/2023 17:35";CET;18151;328343.74;18.08;12/12/2023
"EXEL INDUSTRIES";FR0004527638;EXE;"Euronext Paris";EUR;46.90;46.90;45.60;45.70;"12/12/2023 17:29";CET;222;10216.60;45.70;12/12/2023
"EXPLOSIFS PROD.CHI";FR0014003AQ4;EXPL;"Euronext Paris";EUR;108.00;109.00;108.00;109.00;"12/12/2023 17:17";CET;131;14241.00;109.00;12/12/2023
FACEPHI;ES0105029005;ALPHI;"Euronext Growth Paris";EUR;2.49;2.50;2.48;2.50;"12/12/2023 17:24";CET;8262;20593.73;2.50;12/12/2023
"FAIFEY INVEST";ES0105553004;MLECE;"Euronext Access Paris";EUR;19.80;19.80;19.80;19.80;"29/07/2021 00:00";CET;-;-;16.20;12/12/2023
"FASHION B AIR";FR0004034593;ALFBA;"Euronext Growth Paris";EUR;0.108;0.108;0.108;0.108;"11/12/2023 16:45";CET;35;3.78;0.108;12/12/2023
FAYENC.SARREGUEMI.;FR0000031973;FAYE;"Euronext Paris";EUR;20.00;20.00;20.00;20.00;"14/07/2023 11:30";CET;1;20.00;20.00;12/12/2023
FD;FR0012300424;MLFDV;"Euronext Access Paris";EUR;0.625;0.625;0.625;0.625;"11/12/2023 11:30";CET;1;0.63;0.625;12/12/2023
FDJ;FR0013451333;FDJ;"Euronext Paris";EUR;34.18;34.48;34.12;34.20;"12/12/2023 18:20";CET;150502;5152611.16;34.20;12/12/2023
FERM.CAS.MUN.CANNE;FR0000062101;FCMC;"Euronext Paris";EUR;1670.00;1670.00;1670.00;1670.00;"08/12/2023 11:30";CET;1;1670.00;1670.00;12/12/2023
FERMENTALG;FR0011271600;FALG;"Euronext Paris";EUR;0.27;0.275;0.2605;0.2625;"12/12/2023 17:35";CET;304598;81015.99;0.2625;12/12/2023
"FIDUCIAL OFF.SOL.";FR0000061418;SACI;"Euronext Paris";EUR;28.00;28.00;28.00;28.00;"12/12/2023 11:30";CET;1;28.00;28.00;12/12/2023
